,作品名,Item.reviewCount,アフィリエイトURL,商品説明,価格,レビュー平均,ジャンル
212,マスカレード・ホテル,871,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12831753%2F,都内で起きた不可解な連続殺人事件。容疑者もターゲットも不明。残された暗号から判明したのは、次の犯行場所が一流ホテル・コルテシア東京ということのみ。若き刑事・新田浩介は、ホテルマンに化けて潜入捜査に就くことを命じられる。彼を教育するのは、女性フロントクラークの山岸尚美。次から次へと怪しげな客たちが訪れる中、二人は真相に辿り着けるのか！？いま幕が開く傑作新シリーズ。,836,4.04,文庫
213,ドミノ,870,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1635159%2F,一億円の契約書を待つ、締切直前のオフィス。オーディション中、下剤を盛られた子役の少女。推理力を競い合う大学生。別れを画策する青年実業家。待ち合わせ場所に行き着けない老人。老人の句会仲間の警察ＯＢたち。真夏の東京駅、二七人と一匹の登場人物はそれぞれに、何かが起こる瞬間を待っていた。迫りくるタイムリミット。もつれ合う人々、見知らぬ者同士がすれ違うその一瞬、運命のドミノが次々と倒れてゆく！抱腹絶倒、スピード感溢れるパニックコメディの大傑作。,704,3.87,文庫
214,ONE PIECE 66,869,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11658510%2F,,484,4.53,コミック
215,食品の裏側,868,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3671593%2F,添加物の世界には、消費者には見えない、知らされていない「影」の部分がたくさんあります。食品製造の「舞台裏」は、普通の消費者には知りようがありません。どんな添加物がどの食品にどれほど使われているか、想像することさえできないのが現状です。本書は、そんな「裏側」を告発するはじめての本だと思います。,1540,4.59,単行本
216,スロウハイツの神様（下）,866,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6294444%2F,莉々亜が新たな居住者として加わり、コーキに急接近を始める。少しずつ変わっていく「スロウハイツ」の人間関係。そんな中、あの事件の直後に百二十八通もの手紙で、潰れそうだったコーキを救った一人の少女に注目が集まる。彼女は誰なのか。そして環が受け取った一つの荷物が彼らの時間を動かし始める。,924,4.42,文庫
217,海賊とよばれた男　上,859,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11764397%2F,敗戦の夏、異端の石油会社「国岡商店」を率いる国岡鐵造は、なにもかも失い、残ったのは借金のみ。そのうえ石油会社大手から排斥され売る油もない。しかし国岡商店は社員ひとりたりとも馘首せず、旧海軍の残油集めなどで糊口をしのぎながら、たくましく再生していく。２０世紀の産業を興し、人を狂わせ、戦争の火種となった巨大エネルギー・石油。その石油を武器に変えて世界と闘った男とはいったい何者かー実在の人物をモデルにした本格歴史経済小説、前編。,1760,4.38,単行本
218,イシューからはじめよ,859,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6868931%2F,ＭＥＣＥ、フレームワーク、ピラミッド構造、フェルミ推定…目的から理解する知的生産の全体観。「脳科学×戦略コンサル×ヤフー」トリプルキャリアが生み出した究極の問題設定＆解決法。コンサルタント、研究者、マーケター、プランナー…「生み出す変化」で稼ぐ、プロフェッショナルのための思考術。,1980,4.1,単行本
219,13階段,859,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1699155%2F,犯行時刻の記憶を失った死刑囚。その冤罪を晴らすべく、刑務官・南郷は、前科を背負った青年・三上と共に調査を始める。だが手掛かりは、死刑囚の脳裏に甦った「階段」の記憶のみ。処刑までに残された時間はわずかしかない。二人は、無実の男の命を救うことができるのか。江戸川乱歩賞史上に燦然と輝く傑作長編。,770,4.21,文庫
220,52ヘルツのクジラたち,858,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F16258174%2F,５２ヘルツのクジラとはー他の鯨が聞き取れない高い周波数で鳴く、世界で一頭だけのクジラ。たくさんの仲間がいるはずなのに何も届かない、何も届けられない。そのため、世界で一番孤独だと言われている。自分の人生を家族に搾取されてきた女性・貴瑚と、母に虐待され「ムシ」と呼ばれていた少年。孤独ゆえ愛を欲し、裏切られてきた彼らが出会い、新たな魂の物語が生まれるー。,1760,4.26,単行本
221,君の膵臓をたべたい,854,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14782856%2F,ある日、高校生の僕は病院で一冊の文庫本を拾う。タイトルは「共病文庫」。それはクラスメイトである山内桜良が綴った、秘密の日記帳だった。そこには、彼女の余命が膵臓の病気により、もういくばくもないと書かれていてー。読後、きっとこのタイトルに涙する。「名前のない僕」と「日常のない彼女」が織りなす、大ベストセラー青春小説！,733,3.94,文庫
222,100かいだてのいえ,850,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5692011%2F,１００かいだてのてっぺんにすむだれかからあそびにきてね、とてがみをもらったトチくん。ちずをみながらあるいていくと、きゅうに１００かいだてのいえがあらわれました！みあげても、うえのほうはかすんでよくみえません。トチくんは、１００かいまでたどりつけるのでしょうか…？,1320,4.61,絵本
223,クライマーズ・ハイ,849,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4057902%2F,１９８５年、御巣鷹山に未曾有の航空機事故発生。衝立岩登攀を予定していた地元紙の遊軍記者、悠木和雅が全権デスクに任命される。一方、共に登る予定だった同僚は病院に搬送されていた。組織の相剋、親子の葛藤、同僚の謎めいた言葉、報道とはー。あらゆる場面で己を試され篩に掛けられる、著者渾身の傑作長編。,836,4.33,文庫
224,本当の自由を手に入れる　お金の大学,849,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F16310040%2F,貯める・稼ぐ・増やす・守る・使うー一生お金に困らない５つの力が身につく実践型ガイドブック。,1540,4.57,単行本
225,メモの魔力,847,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F15724433%2F,僕にとってメモとは、生き方そのものです。メモによって世界を知り、アイデアが生まれる。メモによって自分を知り、人生のコンパスを持つ。メモによって夢を持ち、熱が生まれる。その熱は確実に自らを動かし、人を動かし、そして人生を、世界を大きく動かします。誰にでもできるけど、誰もまだ、その魔力に気付いていない「本当のメモの世界」へ、ようこそ。,1540,4.11,単行本
226,宿命,843,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F604334%2F,高校時代の初恋の女性と心ならずも別れなければならなかった男は、苦闘の青春を過ごした後、警察官となった。男の前に十年ぶりに現れたのは学生時代ライバルだった男で、奇しくも初恋の女の夫となっていた。刑事と容疑者、幼なじみの二人が宿命の対決を果すとき、余りにも皮肉で感動的な結末が用意される。,814,3.9,文庫
227,何者,842,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13290900%2F,就職活動を目前に控えた拓人は、同居人・光太郎の引退ライブに足を運んだ。光太郎と別れた瑞月も来ると知っていたからー。瑞月の留学仲間・理香が拓人たちと同じアパートに住んでいるとわかり、理香と同棲中の隆良を交えた５人は就活対策として集まるようになる。だが、ＳＮＳや面接で発する言葉の奥に見え隠れする、本音や自意識が、彼らの関係を次第に変えて…。直木賞受賞作。,693,3.96,文庫
228,黒い家,842,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1024496%2F,若槻慎二は、生命保険会社の京都支社で保険金の支払い査定に忙殺されていた。ある日、顧客の家に呼び出され、期せずして子供の首吊り死体の第一発見者になってしまう。ほどなく死亡保険金が請求されるが、顧客の不審な態度から他殺を確信していた若槻は、独自調査に乗り出す。信じられない悪夢が待ち受けていることも知らずに…。恐怖の連続、桁外れのサスペンス。読者を未だ曾てない戦慄の境地へと導く衝撃のノンストップ長編。第４回日本ホラー小説大賞大賞受賞作。,748,4.04,文庫
229,聖女の救済,842,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11582417%2F,資産家の男が自宅で毒殺された。毒物混入方法は不明、男から一方的に離婚を切り出されていた妻には鉄壁のアリバイがあった。難航する捜査のさなか、草薙刑事が美貌の妻に魅かれていることを察した内海刑事は、独断でガリレオこと湯川学に協力を依頼するが…。驚愕のトリックで世界を揺るがせた、東野ミステリー屈指の傑作。,792,4.01,文庫
230,小学館の子ども図鑑 プレNEO 楽しく遊ぶ学ぶ せいかつの図鑑,838,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6325092%2F,片づける、服をたたむ、料理をする…「せいかつ力」はつまりは「段取り力」。学力に直結していきます。,3080,4.52,図鑑
231,眠りの森,838,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F526194%2F,美貌のバレリーナが男を殺したのは、ほんとうに正当防衛だったのか？完璧な踊りを求めて一途にけいこに励む高柳バレエ団のプリマたち。美女たちの世界に迷い込んだ男は死体になっていた。若き敏腕刑事・加賀恭一郎は浅岡未緒に魅かれ、事件の真相に肉迫する。華やかな舞台の裏の哀しいダンサーの悲恋物語。,726,3.7,文庫
232,ボトルネック,832,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6195170%2F,亡くなった恋人を追悼するため東尋坊を訪れていたぼくは、何かに誘われるように断崖から墜落した…はずだった。ところが気がつくと見慣れた金沢の街にいる。不可解な思いで自宅へ戻ったぼくを迎えたのは、見知らぬ「姉」。もしやここでは、ぼくは「生まれなかった」人間なのか。世界のすべてと折り合えず、自分に対して臆病。そんな「若さ」の影を描き切る、青春ミステリの金字塔。,649,3.38,文庫
233,精霊の守り人,828,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4343379%2F,老練な女用心棒バルサは、新ヨゴ皇国の二ノ妃から皇子チャグムを託される。精霊の卵を宿した息子を疎み、父帝が差し向けてくる刺客や、異界の魔物から幼いチャグムを守るため、バルサは身体を張って戦い続ける。建国神話の秘密、先住民の伝承など文化人類学者らしい緻密な世界構築が評判を呼び、数多くの受賞歴を誇るロングセラーがついに文庫化。痛快で新しい冒険シリーズが今始まる。,693,4.38,文庫
234,ハリー・ポッターと賢者の石,827,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1112899%2F,ハリー・ポッターは孤児。意地悪な従兄にいじめられながら１１歳の誕生日を迎えようとしたとき、ホグワーツ魔法学校からの入学許可証が届き、自分が魔法使いだと知る。キングズ・クロス駅、９と３／４番線から紅色の汽車に乗り、ハリーは未知の世界へ。親友のロン、ハーマイオニーに助けられ、ハリーの両親を殺した邪悪な魔法使いヴォルデモートとの運命の対決までの、息を飲む展開。９歳から１０８歳までのファンタジー。,2090,4.22,単行本
235,八朔の雪,825,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6064351%2F,,607,4.44,文庫
236,生き方,822,https://hb.afl.rakuten.co.jp/hgc/g00q0729.bn8ok5ae.g00q0729.bn8ombe7/?pc=https%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1693971%2F,刊行１０年目にして１００万部を突破した、不朽のロング・ミリオンセラー！二つの世界的大企業・京セラとＫＤＤＩを創業し、ＪＡＬを再生に導いた「経営のカリスマ」が、その成功の礎となった「人生哲学」をあますところなく語りつくした一冊。夢をどう描き、どう実現していくか？人間としてもっとも大切なこととは何か？--サッカー日本代表の長友佑都選手、野球日本代表監督の小久保祐紀氏などトップアスリートも座右の書としてその名を挙げる、「究極の人生論」。,1870,4.28,単行本
